image_path,season,split
datasets/train_on_2025_all\images\frame_00140_jpg.rf.c9f1a1d004cfac8d554f6b0f1ccd30b7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00140_jpg.rf.f0cae0fff7dc8d7073d1971e0dd8abab.jpg,2025,all
datasets/train_on_2025_all\images\frame_00140_jpg.rf.f1a8a00ca8f8cb883b55b871c7ea8d93.jpg,2025,all
datasets/train_on_2025_all\images\frame_00141_jpg.rf.3250e4682d6532d8ff8dcce474aed0f7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00141_jpg.rf.6ecbe90e31518552dba4d81b87e4d9b3.jpg,2025,all
datasets/train_on_2025_all\images\frame_00141_jpg.rf.d547fd8b62593ec80a29e9a3c2ee6590.jpg,2025,all
datasets/train_on_2025_all\images\frame_00141_jpg.rf.f579336ed55e0244a5c390e83058ccbb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00142_jpg.rf.1c137850e05ae8d44c54d4feaa0de114.jpg,2025,all
datasets/train_on_2025_all\images\frame_00142_jpg.rf.610f8a54ba0571a0093de1cf30f65fc9.jpg,2025,all
datasets/train_on_2025_all\images\frame_00142_jpg.rf.8374ef686677f3e466c5a631f17bcc9a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00142_jpg.rf.952f224b926303ed5e8d92dd3d6bde2a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00142_jpg.rf.b648b7575300c6338b3583bebcbbef12.jpg,2025,all
datasets/train_on_2025_all\images\frame_00142_jpg.rf.e0658a143f51a703580a215dbadb5860.jpg,2025,all
datasets/train_on_2025_all\images\frame_00143_jpg.rf.77146ed7c19c7b4c57221469eb47f4c8.jpg,2025,all
datasets/train_on_2025_all\images\frame_00143_jpg.rf.92891c7efaf30866c11625c81400cbce.jpg,2025,all
datasets/train_on_2025_all\images\frame_00143_jpg.rf.a644fc6e18c8cb00ce65e810a751855b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00143_jpg.rf.bb8c1ab3dd97c075079159c0eef48a40.jpg,2025,all
datasets/train_on_2025_all\images\frame_00143_jpg.rf.dd4b4668b1403a0689fb535fba746622.jpg,2025,all
datasets/train_on_2025_all\images\frame_00143_jpg.rf.f161271f9ed71a83c92b87f630b1e3eb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00144_jpg.rf.27b74098ed4b0c4e45d5f724963908da.jpg,2025,all
datasets/train_on_2025_all\images\frame_00144_jpg.rf.280199e5556f83dc6d5a536a6f0ed0f8.jpg,2025,all
datasets/train_on_2025_all\images\frame_00144_jpg.rf.cea011748f29100a6a2a92642a53018a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00144_jpg.rf.f421a82b9daaff7125de2a7e81ac69e6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00145_jpg.rf.13fb51522c4f0fb364c11cd4519e9628.jpg,2025,all
datasets/train_on_2025_all\images\frame_00145_jpg.rf.71cd1ba9740d339ed87f095ac5c44950.jpg,2025,all
datasets/train_on_2025_all\images\frame_00146_jpg.rf.22439534179d3e097ee7544d0793218e.jpg,2025,all
datasets/train_on_2025_all\images\frame_00146_jpg.rf.c0ef702338015d12c408af401f8b84c5.jpg,2025,all
datasets/train_on_2025_all\images\frame_00146_jpg.rf.c44f59bbbf476edb3ffcd6e16481eedb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00147_jpg.rf.07582adc829d3e4499b28a1faa1b84ac.jpg,2025,all
datasets/train_on_2025_all\images\frame_00147_jpg.rf.5b907ce3a8037501fcc47c0ec08f3da3.jpg,2025,all
datasets/train_on_2025_all\images\frame_00148_jpg.rf.09db0dbc65b8cb06b3d67f8b2896c814.jpg,2025,all
datasets/train_on_2025_all\images\frame_00148_jpg.rf.9dd51a3eaee9e9d2563ae68cabb489b6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00148_jpg.rf.f07c1d6e969fbc2600579f50c395ce27.jpg,2025,all
datasets/train_on_2025_all\images\frame_00149_jpg.rf.1e30d105d20bc6681cdfa30f6339d212.jpg,2025,all
datasets/train_on_2025_all\images\frame_00149_jpg.rf.6c09df71de538fc861260e64aa4695da.jpg,2025,all
datasets/train_on_2025_all\images\frame_00149_jpg.rf.737b2c9711d547becfb3a70b1ae5dd00.jpg,2025,all
datasets/train_on_2025_all\images\frame_00150_jpg.rf.85b3a55a554dd0dc7a7c63f530ca6fdf.jpg,2025,all
datasets/train_on_2025_all\images\frame_00150_jpg.rf.9d88835f61eb0ea50e6fad9c2e4c714c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00150_jpg.rf.ad504d66d0f71fab2296218d7d877275.jpg,2025,all
datasets/train_on_2025_all\images\frame_00151_jpg.rf.25127a208f319c87ca9eb1b0dc94d3ad.jpg,2025,all
datasets/train_on_2025_all\images\frame_00151_jpg.rf.83dcb493ba9317de5999e525e02c05eb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00151_jpg.rf.9960e8ba76a410d0c351f4b7699973d1.jpg,2025,all
datasets/train_on_2025_all\images\frame_00151_jpg.rf.a4759f429c483b19a819d062eb04aaaa.jpg,2025,all
datasets/train_on_2025_all\images\frame_00151_jpg.rf.e202f0ec9e9321ab05df1decc671e4ad.jpg,2025,all
datasets/train_on_2025_all\images\frame_00152_jpg.rf.14691596cbda4156410cbc179869a141.jpg,2025,all
datasets/train_on_2025_all\images\frame_00152_jpg.rf.49c9cfbcd16b7e26a5aefce5be305864.jpg,2025,all
datasets/train_on_2025_all\images\frame_00152_jpg.rf.66ac5fc207b972977ca969f0340fd8bc.jpg,2025,all
datasets/train_on_2025_all\images\frame_00152_jpg.rf.977bb3e3f5fb9adc52e77783d42fad39.jpg,2025,all
datasets/train_on_2025_all\images\frame_00152_jpg.rf.a6c8be899adbb723e4a3e294053be3e8.jpg,2025,all
datasets/train_on_2025_all\images\frame_00153_jpg.rf.0107d3cef0eb20e1c132a00ecb46b1b2.jpg,2025,all
datasets/train_on_2025_all\images\frame_00153_jpg.rf.0cf4dd0629bd4aa23e9e8264e941b647.jpg,2025,all
datasets/train_on_2025_all\images\frame_00153_jpg.rf.fd68b21639e66f16ca08cacce2c20f97.jpg,2025,all
datasets/train_on_2025_all\images\frame_00154_jpg.rf.6fbaef2ac7e27241841a021bd8d1447f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00154_jpg.rf.fda69b3efa100e31f966530ef7abb00b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00155_jpg.rf.028ca122c29adbcbd085723570d97117.jpg,2025,all
datasets/train_on_2025_all\images\frame_00155_jpg.rf.1ec215b688e8d920d304707c875b10cc.jpg,2025,all
datasets/train_on_2025_all\images\frame_00155_jpg.rf.42881d7850883c18c8faa76c84561604.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.20184709c71069625c651ae2946304c4.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.2e741fa4e134d26744aed0024cf71ace.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.62a59542fe45c700833ce32124554bc6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.a5edf66ee9a2127f3be2684e3fb6b0b7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.c210a38594c1c05dd4404e6c9e9b6b78.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.eb22bd8e5f342ca1c241ea75bd8ef2ee.jpg,2025,all
datasets/train_on_2025_all\images\frame_00156_jpg.rf.fe3e3c7adb29b1d9031f8997b5050430.jpg,2025,all
datasets/train_on_2025_all\images\frame_00157_jpg.rf.2e96298f48107a25f33a33ac468af477.jpg,2025,all
datasets/train_on_2025_all\images\frame_00157_jpg.rf.6f525477430d924be28d766e89d00525.jpg,2025,all
datasets/train_on_2025_all\images\frame_00157_jpg.rf.9d8a6104bd80c586f84fec0e02440a5f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00157_jpg.rf.acf60c1dea9dad110cc49b0efaa36b94.jpg,2025,all
datasets/train_on_2025_all\images\frame_00157_jpg.rf.c1c6827fe70694ad8ea56921a0660ea6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00157_jpg.rf.c7256eec1ee381992e1c81cf75d90305.jpg,2025,all
datasets/train_on_2025_all\images\frame_00158_jpg.rf.3968cc5da7722b7e158db27a588c1fba.jpg,2025,all
datasets/train_on_2025_all\images\frame_00158_jpg.rf.5cf9eeda1e6e36207ef1a3d914031aef.jpg,2025,all
datasets/train_on_2025_all\images\frame_00158_jpg.rf.c78563df56b77b704dd0b8bad1203d83.jpg,2025,all
datasets/train_on_2025_all\images\frame_00158_jpg.rf.f23ff55ae70492be1bd94d5b86210670.jpg,2025,all
datasets/train_on_2025_all\images\frame_00158_jpg.rf.ff544a574f8d1ca870d04abc14763614.jpg,2025,all
datasets/train_on_2025_all\images\frame_00159_jpg.rf.1cb72d9ad0a612092d3c7e9afea1d0b1.jpg,2025,all
datasets/train_on_2025_all\images\frame_00159_jpg.rf.704f776c14a6817f08da682aaef37a44.jpg,2025,all
datasets/train_on_2025_all\images\frame_00159_jpg.rf.af9ff0bd40cfb3ccbc7eaaa542083a8b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00159_jpg.rf.f72a8d0e9c2464caad6df4d07d426369.jpg,2025,all
datasets/train_on_2025_all\images\frame_00160_jpg.rf.491e4dea57ffd53d290dd3f5e9f89ddd.jpg,2025,all
datasets/train_on_2025_all\images\frame_00160_jpg.rf.6809c74a981c793b351a37f90150b1d4.jpg,2025,all
datasets/train_on_2025_all\images\frame_00160_jpg.rf.84e0fd1b2b3f31059a50f3e0ef97b8c6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00160_jpg.rf.be5bc5cc114bdc274ab38367f96aac42.jpg,2025,all
datasets/train_on_2025_all\images\frame_00160_jpg.rf.f588acbc22b644bdad6d68c70d28a3be.jpg,2025,all
datasets/train_on_2025_all\images\frame_00161_jpg.rf.1ea14aae7ae33b1bc55cab622caea615.jpg,2025,all
datasets/train_on_2025_all\images\frame_00161_jpg.rf.39111dbb31dc1a29a478cd71017d39e4.jpg,2025,all
datasets/train_on_2025_all\images\frame_00161_jpg.rf.acc3bac0423e9f9d7d1a94b48847f560.jpg,2025,all
datasets/train_on_2025_all\images\frame_00161_jpg.rf.eea44f6894dd6990cc6c0fa912073104.jpg,2025,all
datasets/train_on_2025_all\images\frame_00162_jpg.rf.33a26dc8479feaeea860aad8ec145899.jpg,2025,all
datasets/train_on_2025_all\images\frame_00162_jpg.rf.5e964c9adac6cc97e13f781883df5dd7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00162_jpg.rf.a0b8fc0b959c1be41342a34599accc46.jpg,2025,all
datasets/train_on_2025_all\images\frame_00162_jpg.rf.f2c1fdcb2c994540d846f8fa38861b5b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00163_jpg.rf.0ca92e1d4d6c4792c94fb3e3f9d6d972.jpg,2025,all
datasets/train_on_2025_all\images\frame_00163_jpg.rf.2cf82bc8c41434af60672810ede29a2c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00163_jpg.rf.f29eecd8f615a2f72dad02b1a45cf101.jpg,2025,all
datasets/train_on_2025_all\images\frame_00164_jpg.rf.466e3dcede8dcda84863a87f555a7eb1.jpg,2025,all
datasets/train_on_2025_all\images\frame_00164_jpg.rf.5b580d277a1c780753385a5ea1d018b6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00164_jpg.rf.c2e99ba68d09104f65eb64f6e905cdcb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00165_jpg.rf.cf16b951d7a5e23e7e50b793fdbb461b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00165_jpg.rf.eae5f9f25e25f61be92c2594dc9253e0.jpg,2025,all
datasets/train_on_2025_all\images\frame_00166_jpg.rf.10e1ce903a10ff6b9cc62522c2a1064f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00166_jpg.rf.f291f6d64d0bb3bcf01db5d2a944c575.jpg,2025,all
datasets/train_on_2025_all\images\frame_00167_jpg.rf.759da5276b5c83708f24835339cf9e61.jpg,2025,all
datasets/train_on_2025_all\images\frame_00167_jpg.rf.98a72e6b4406608988eae3d4fe579554.jpg,2025,all
datasets/train_on_2025_all\images\frame_00167_jpg.rf.c52cece6ef05b0ee00088383f8bd9a31.jpg,2025,all
datasets/train_on_2025_all\images\frame_00167_jpg.rf.efff2d38914032c0ceb34c78cdfe25ad.jpg,2025,all
datasets/train_on_2025_all\images\frame_00168_jpg.rf.3b8c425c57a604853819ede351a937a6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00168_jpg.rf.90a8219f9314f6a0b33441bb3c9cccd2.jpg,2025,all
datasets/train_on_2025_all\images\frame_00168_jpg.rf.a89423c362e994e2fc9809ba4acf4e86.jpg,2025,all
datasets/train_on_2025_all\images\frame_00169_jpg.rf.4a950cfc126a03674614278c8e30014f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00169_jpg.rf.971be5f8df0bce3af2f3983d77ea7305.jpg,2025,all
datasets/train_on_2025_all\images\frame_00169_jpg.rf.a086e206f6108d9c5af39d6bbbadf907.jpg,2025,all
datasets/train_on_2025_all\images\frame_00170_jpg.rf.53bfcde383af20e9cbc3639906f902ce.jpg,2025,all
datasets/train_on_2025_all\images\frame_00170_jpg.rf.72ee3c36b338e5032760ed088e2ab16f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00170_jpg.rf.e08b3d28c0cfc7d8c64b9fff9b8d1cd7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00171_jpg.rf.0fac07f665380dc9158bc369cc7f8125.jpg,2025,all
datasets/train_on_2025_all\images\frame_00171_jpg.rf.5c84447c875eff734dce130b78cec75a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00171_jpg.rf.7bdcaefd847a8e8f2795495b1d9508e0.jpg,2025,all
datasets/train_on_2025_all\images\frame_00171_jpg.rf.8fbf046de504225c41d3b0e115020df0.jpg,2025,all
datasets/train_on_2025_all\images\frame_00171_jpg.rf.94b60fed4d55736df323e12d980620ac.jpg,2025,all
datasets/train_on_2025_all\images\frame_00172_jpg.rf.4970dc2ec935cfadcb37a1c6a146483a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00172_jpg.rf.554cd188d7a87696b8a1bfeea5aa7215.jpg,2025,all
datasets/train_on_2025_all\images\frame_00172_jpg.rf.59839f61d1399f1a10f73d2a699ce70f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00172_jpg.rf.5a317a4303fd346f3d0dd092749adacc.jpg,2025,all
datasets/train_on_2025_all\images\frame_00172_jpg.rf.806af180e08d9dd8d990d55fb982a63a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00172_jpg.rf.ed556298815e17ca323378d42fa23dbd.jpg,2025,all
datasets/train_on_2025_all\images\frame_00173_jpg.rf.5de2ea4a74557b76612725897291b909.jpg,2025,all
datasets/train_on_2025_all\images\frame_00173_jpg.rf.ff6dfc302737530be6c07d0e292683e4.jpg,2025,all
datasets/train_on_2025_all\images\frame_00174_jpg.rf.07aa8adc840e8e8182cad71faa519db8.jpg,2025,all
datasets/train_on_2025_all\images\frame_00174_jpg.rf.204e5cb1a6bc8c55a5a51c89290330b8.jpg,2025,all
datasets/train_on_2025_all\images\frame_00174_jpg.rf.585c404b3023535aadabc15bd85155d5.jpg,2025,all
datasets/train_on_2025_all\images\frame_00174_jpg.rf.79559def5011b4349a120c014641f0dc.jpg,2025,all
datasets/train_on_2025_all\images\frame_00174_jpg.rf.7c891ea14948b6be405313c80acba661.jpg,2025,all
datasets/train_on_2025_all\images\frame_00174_jpg.rf.b317a623c2563b9d3a2a74b61276472c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00175_jpg.rf.40751b58a3d0fcca9bd31c5ed0e9a183.jpg,2025,all
datasets/train_on_2025_all\images\frame_00175_jpg.rf.67697b9a8a8695c19f5fb19c1204788e.jpg,2025,all
datasets/train_on_2025_all\images\frame_00175_jpg.rf.9095ec589aea6d6c5776f11f2f3ad010.jpg,2025,all
datasets/train_on_2025_all\images\frame_00175_jpg.rf.b30e6a8b06c38c6ba39040e861552d65.jpg,2025,all
datasets/train_on_2025_all\images\frame_00175_jpg.rf.b7c0e6f0bbb1cc22e99ff510e80f2b06.jpg,2025,all
datasets/train_on_2025_all\images\frame_00175_jpg.rf.ee1b9d954ec2d5d8d22f1012ba881718.jpg,2025,all
datasets/train_on_2025_all\images\frame_00176_jpg.rf.0150d23c6192c1a9aa4aea41ea276bf6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00176_jpg.rf.384c91dbbd257a2aed4e0987422912a6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00176_jpg.rf.4ba7661a9a11ef6f22e36c0cc23a3a1a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00176_jpg.rf.6562206316e2ed298a61e8fb74670236.jpg,2025,all
datasets/train_on_2025_all\images\frame_00176_jpg.rf.d168c951ef8524eff79ca36a31480391.jpg,2025,all
datasets/train_on_2025_all\images\frame_00176_jpg.rf.d2dff2a276a5fb586337943af3bdab0f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00177_jpg.rf.c09668ae743794967e11b192bbf9d81c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00177_jpg.rf.ed71c58969a1006fcfe9845e2e101f38.jpg,2025,all
datasets/train_on_2025_all\images\frame_00178_jpg.rf.c5f08b2e6e175a9354129b147032e398.jpg,2025,all
datasets/train_on_2025_all\images\frame_00178_jpg.rf.fe2afc73549f46796e8b584a9d95d48a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00179_jpg.rf.26dbccae967b77f3f598ec308e07a030.jpg,2025,all
datasets/train_on_2025_all\images\frame_00179_jpg.rf.78e7476ddf7188288ea95dd4087eb139.jpg,2025,all
datasets/train_on_2025_all\images\frame_00179_jpg.rf.b2d11961150acea61d778a59535d052e.jpg,2025,all
datasets/train_on_2025_all\images\frame_00181_jpg.rf.ca7e288369a0bd2f3f72309aad708996.jpg,2025,all
datasets/train_on_2025_all\images\frame_00181_jpg.rf.dbbea8c773c75a496272c60e9e7a5c44.jpg,2025,all
datasets/train_on_2025_all\images\frame_00181_jpg.rf.faa56a015e4de6a4ba9aef6295a234de.jpg,2025,all
datasets/train_on_2025_all\images\frame_00182_jpg.rf.8a45aec1004c436b78d061a349eb879d.jpg,2025,all
datasets/train_on_2025_all\images\frame_00182_jpg.rf.b8744c30a9b785a2e0fa3adef03441df.jpg,2025,all
datasets/train_on_2025_all\images\frame_00182_jpg.rf.e32d65a50212ecf3adb08fca04204c77.jpg,2025,all
datasets/train_on_2025_all\images\frame_00183_jpg.rf.7f40ed458186ee2aa51920a2e44547b0.jpg,2025,all
datasets/train_on_2025_all\images\frame_00183_jpg.rf.daa6e5a84ccbcad5d525a0d9eac0d492.jpg,2025,all
datasets/train_on_2025_all\images\frame_00183_jpg.rf.f74b7e3ae9bc5792d468906bb09a0e8c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00184_jpg.rf.8479f2880eabb2b28feed70c5dcb9233.jpg,2025,all
datasets/train_on_2025_all\images\frame_00184_jpg.rf.f64615418aec9e83746f397af1099e13.jpg,2025,all
datasets/train_on_2025_all\images\frame_00186_jpg.rf.7fbb6d3da0d439072b0bdc3800e90ea1.jpg,2025,all
datasets/train_on_2025_all\images\frame_00186_jpg.rf.dbcf4c8cf050819f4ea286a19b787679.jpg,2025,all
datasets/train_on_2025_all\images\frame_00187_jpg.rf.60ee8c263992d6650b55ec5f837da513.jpg,2025,all
datasets/train_on_2025_all\images\frame_00187_jpg.rf.d7ef14f7deec82a454ed57d84fa26b91.jpg,2025,all
datasets/train_on_2025_all\images\frame_00187_jpg.rf.ec1a63e9583601b967401351d0c55e70.jpg,2025,all
datasets/train_on_2025_all\images\frame_00188_jpg.rf.147620c1e0c10868f42b5ebce8e85ff3.jpg,2025,all
datasets/train_on_2025_all\images\frame_00188_jpg.rf.c3f111e1333dbd8cd3d418ac8df2b0da.jpg,2025,all
datasets/train_on_2025_all\images\frame_00188_jpg.rf.d0d20aba2bb642f96cdb718172b9bca4.jpg,2025,all
datasets/train_on_2025_all\images\frame_00189_jpg.rf.b4cb613f0406706a64bb085193914fde.jpg,2025,all
datasets/train_on_2025_all\images\frame_00189_jpg.rf.b844beed392116f44afce644597a023b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00189_jpg.rf.cc64ffdea48239c8c51dbc6dd6521b4c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00192_jpg.rf.6a7a5f74808714effb6bee4c2105755d.jpg,2025,all
datasets/train_on_2025_all\images\frame_00192_jpg.rf.797f741c92388dd1b2e4878dc0a3e8c9.jpg,2025,all
datasets/train_on_2025_all\images\frame_00192_jpg.rf.c75cff2dcaee40e24c42ec2067eff920.jpg,2025,all
datasets/train_on_2025_all\images\frame_00194_jpg.rf.0cf908debb751707cca2d6b1a7a3b78d.jpg,2025,all
datasets/train_on_2025_all\images\frame_00194_jpg.rf.42ae5f32903008a11269e6808962ba65.jpg,2025,all
datasets/train_on_2025_all\images\frame_00194_jpg.rf.97c9e4b9bf269bcba1be06614b7c5a82.jpg,2025,all
datasets/train_on_2025_all\images\frame_00195_jpg.rf.2ed677f8430da08f4981aa97f59408d2.jpg,2025,all
datasets/train_on_2025_all\images\frame_00195_jpg.rf.565ddeb9e0efd2131d39b4c375cf656d.jpg,2025,all
datasets/train_on_2025_all\images\frame_00195_jpg.rf.c84273dcb87dc397b66627be5b488490.jpg,2025,all
datasets/train_on_2025_all\images\frame_00196_jpg.rf.1a4f9d6c0acc7ade63b282863f0b46df.jpg,2025,all
datasets/train_on_2025_all\images\frame_00196_jpg.rf.27928df31a68eaa9dbe21fef14c5544e.jpg,2025,all
datasets/train_on_2025_all\images\frame_00196_jpg.rf.b0a05a08e0a7874e4d1af17e11403b4a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00197_jpg.rf.10d35142641cd74d54bcdaa82aa9bda4.jpg,2025,all
datasets/train_on_2025_all\images\frame_00197_jpg.rf.314f3bef9a996bfba4f8799e5db538b2.jpg,2025,all
datasets/train_on_2025_all\images\frame_00199_jpg.rf.33140641f251ef49d428b5636df905a9.jpg,2025,all
datasets/train_on_2025_all\images\frame_00199_jpg.rf.5db3ad63af804a38fc7264af559f109b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00200_jpg.rf.3306beb64c7f86100c5b2509b7ee5734.jpg,2025,all
datasets/train_on_2025_all\images\frame_00200_jpg.rf.7ab93933120dbaef72c7a5c8c269f9e9.jpg,2025,all
datasets/train_on_2025_all\images\frame_00200_jpg.rf.7c954d0c3e8bfabea55e4c9a6a030284.jpg,2025,all
datasets/train_on_2025_all\images\frame_00200_jpg.rf.abf11aff7933e6ab88779a05dbcc4b14.jpg,2025,all
datasets/train_on_2025_all\images\frame_00200_jpg.rf.acda13896b74c24b49b94e38fa24bf4d.jpg,2025,all
datasets/train_on_2025_all\images\frame_00204_jpg.rf.6e70f8ad724386117bdf0dc580e25215.jpg,2025,all
datasets/train_on_2025_all\images\frame_00204_jpg.rf.d46cae2e7bedfb3a63f59c6c9c23d4ef.jpg,2025,all
datasets/train_on_2025_all\images\frame_00205_jpg.rf.391eb1d8a251a161bf86371eb0b8857c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00205_jpg.rf.a32bd44aa7be3efb016da06e785681c7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00205_jpg.rf.dd3a73842576600e3e446c4f87958904.jpg,2025,all
datasets/train_on_2025_all\images\frame_00206_jpg.rf.68e8b8de2b0f236759b7f3e64d7d764f.jpg,2025,all
datasets/train_on_2025_all\images\frame_00206_jpg.rf.9850fcccd9ce72e6090b86736cc1c3e3.jpg,2025,all
datasets/train_on_2025_all\images\frame_00207_jpg.rf.47abfc44a56f4a7b9d19a9b617bb9bc6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00207_jpg.rf.b2d8a8b6434c5e28b30d4c3e7992504b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00208_jpg.rf.06de581d054804e19578718743165b6a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00208_jpg.rf.45444d57f6bd5923d9c934f50df136be.jpg,2025,all
datasets/train_on_2025_all\images\frame_00208_jpg.rf.c0156c6de23f416f7743206fd1c7c80d.jpg,2025,all
datasets/train_on_2025_all\images\frame_00208_jpg.rf.c7594e66d1f7e1d6360a90b5b788fa16.jpg,2025,all
datasets/train_on_2025_all\images\frame_00208_jpg.rf.ce685b33bf3e98da2c9317a2d10dff5a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00210_jpg.rf.bb206c1c559e0a4a8438cbc3f723d3bb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00211_jpg.rf.bd31bc31b9ead78b66804008eb621dbd.jpg,2025,all
datasets/train_on_2025_all\images\frame_00211_jpg.rf.e717ca45b72773ba1f31b25dd26a4b50.jpg,2025,all
datasets/train_on_2025_all\images\frame_00211_jpg.rf.f35b7f4e47f0cabae32e5fe5ec190555.jpg,2025,all
datasets/train_on_2025_all\images\frame_00212_jpg.rf.1d1b2f52634e7452db6072bc283bc5cb.jpg,2025,all
datasets/train_on_2025_all\images\frame_00212_jpg.rf.6084b8e5babf78d80403e0fe443f8831.jpg,2025,all
datasets/train_on_2025_all\images\frame_00212_jpg.rf.eb1be838767c9471b6156d11b07134bc.jpg,2025,all
datasets/train_on_2025_all\images\frame_00213_jpg.rf.1443a5d3549554051bdbd9e1492e1285.jpg,2025,all
datasets/train_on_2025_all\images\frame_00213_jpg.rf.4482bf4d683e7afec155c54c46a181f6.jpg,2025,all
datasets/train_on_2025_all\images\frame_00214_jpg.rf.0cd658c06ea8ae50e933930534e1c29a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00214_jpg.rf.2dd2944a9b2a39821986cf0153cbfe38.jpg,2025,all
datasets/train_on_2025_all\images\frame_00215_jpg.rf.56d766035a9e61acf4cfac56f6db346b.jpg,2025,all
datasets/train_on_2025_all\images\frame_00215_jpg.rf.de55fc16e17e17d7ca9e58f246610cca.jpg,2025,all
datasets/train_on_2025_all\images\frame_00216_jpg.rf.1f6a7dc2c19509b87c22e4cedaae6442.jpg,2025,all
datasets/train_on_2025_all\images\frame_00216_jpg.rf.29e85c8a6739eb8e3c097d056242f6e1.jpg,2025,all
datasets/train_on_2025_all\images\frame_00216_jpg.rf.94d0400d5834741dae3286f9d9763025.jpg,2025,all
datasets/train_on_2025_all\images\frame_00217_jpg.rf.42dc089fa08efbe67da4b8394c232be1.jpg,2025,all
datasets/train_on_2025_all\images\frame_00217_jpg.rf.855fd97351dbb677f49e90a048062634.jpg,2025,all
datasets/train_on_2025_all\images\frame_00217_jpg.rf.9e7a0d495cee96c03c3b21cf0e97cee7.jpg,2025,all
datasets/train_on_2025_all\images\frame_00218_jpg.rf.03c9bc09df7d6dabb8405d1bba24f43a.jpg,2025,all
datasets/train_on_2025_all\images\frame_00218_jpg.rf.66313a6512d3b3b9ac9a28852f9ec30c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00219_jpg.rf.a37d9fb1b17473d8bed10080c02d95a0.jpg,2025,all
datasets/train_on_2025_all\images\frame_00219_jpg.rf.d9f81c13117c372d6a4fa3ad67e85021.jpg,2025,all
datasets/train_on_2025_all\images\frame_00219_jpg.rf.e896e5e5b3680c246aa91c3a9d6f7242.jpg,2025,all
datasets/train_on_2025_all\images\frame_00220_jpg.rf.840538fb65786ed5070fe22850f1380c.jpg,2025,all
datasets/train_on_2025_all\images\frame_00220_jpg.rf.c19d99cbbb21b2e2beea768d4a38f8b0.jpg,2025,all
