image_path,season,pond
datasets/train_on_2025_all\images\frame_00022_jpg.rf.b77cfea51c2f942f4fcfe7bf9bfe38f6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00022_jpg.rf.f6a124814a4412fd89e58ceafb68c3b3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00023_jpg.rf.37719a9f4db571a4885226f11b2a1141.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00023_jpg.rf.3bb851dbfa187ed5572a1dddb75796e7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00023_jpg.rf.41ff1bc2341bd137102db1018d38aef9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00023_jpg.rf.5e20a01802ee77676401fc00ddb98f25.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00023_jpg.rf.6d659c188c4c9211ce5b062ec76ed9ce.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00023_jpg.rf.f99b971e043528f1771578954f7c7e65.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.1ce1665d30deba75c8fb1833770c2e52.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.2b73d46449ce50985da63754fb793f49.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.328dc5ed81a6470075da56c7393f5714.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.34358c461cc033d93d5783b5ddf5289b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.44840d0343e3ffeea04a77b97f7f57bf.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.45ee8157eda53e08ca049cc9dad9ea71.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.4c524da7088af043126614f712d60a44.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.4e7eb7312b2bca1e8a8a7fd8a25e2c91.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.4f130cca72d0025f399ef1c81f64eec5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.52d2c3122664af4a78296563cc100a2f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.9288bfda87a819f14c3c14f353141405.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.9594c0a7d23cc9ae4cab491b642b90c1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.ccd5db1fbafa3f70e82b12b1c58c295b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00024_jpg.rf.ebc70daf1fc619aacc8c6252b65d0986.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.0630eb74c7796151d5eaa04852a8116d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.1a9444350a161ae93be8919d1c407bb8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.3e6b53ba9b091caffd74a4d4cb245b00.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.55c13eb61f1fb77ca94bd7d550e6329a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.583c7d416d4baf248ff0678e0df47a9d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.8707b2fd09fedd194f9e5cfb5fc787cc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.8937ca4aaef9d162c5c1903c832a4f3d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.a4b644fa4b6e683f7bbfef5b0dfc3e3e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.b66601b1125282fd3d6fbe1e502ed3f9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.b8776ecf83367c4fcac1621f4ad3e720.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00025_jpg.rf.fd5fdb4ed544b48caff91b415a677c2b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.09b4ff5342fbb09376ad2bcdf68e4b0b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.18a6b4bac86b6c8093a18918f9d53757.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.4fe6c121e11dba1d5ba048b469aacae6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.51204a4543b65166c53d6a8174374915.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.6af6b8cd41175cebe9e5f4e4d3062d1c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.e31b5029d708ba2b9444a82a9e65554b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00026_jpg.rf.f01d45646b0a7324c3a3fd9b4baa162d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00027_jpg.rf.36e0d5c45e6edc101df3b5cb344b2b27.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00027_jpg.rf.9588b5e343899cd273aa55b75f0032ad.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00027_jpg.rf.a05589f3c63641756d62080d5f2769f2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.605cd7bcaa1f228d70e6099eac3aa7e0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.7e90b77f1e5ed5416e682eed8e26ce58.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.a2bbb85f7973642f1c9b7c7604499e98.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.be76e7ad97e7b9dc5fa5f5b011bb2f33.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.c77a82685594ecbee8924d7c50865acb.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.ca671a6b78e864c17c1444fdf695dfb2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00028_jpg.rf.dfac5e60b1f1df28338a101bafa92877.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.34fda7fa17f945bb8ef8e66541fea8b5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.402214ee5a68c2e2f9af3707f65fdbed.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.5542ce159e6b93a4d785b34cc6873008.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.5b3c0945cd90cd8f81ddd51bc50015d5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.79550d162d34f00531ac3b928257776e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.89013e8d6bdeca0fb11abb6e3368f38d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.a876375a6f4b501d74625f6afe6cb0df.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.bb949dfd035691cac7085f2d767c3389.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.db8a81feef0a818318c4a620d5dba3c0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00029_jpg.rf.f90bd29d1e14571a907a0fc4492e30d4.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00030_jpg.rf.3cb05e86dbcd211a4e4a3890b9f9c5bc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00030_jpg.rf.59fb5cf9ffbea9030bf6b6f3d1dcd00d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00030_jpg.rf.7c658727265a757403fa2c384780cff2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00030_jpg.rf.b8d808c0921d058f8023f0decd435751.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00030_jpg.rf.e619d510dc71d867f4d2806431669b75.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.1a9c578210535bcad9022614c812533a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.1acc3f3c7430aae5b6fec95d1f1cd174.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.2c7d41ae6980cd78c7bd2994895462ab.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.46580164b67f87d876eb3d0f9fabb5e8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.5cd00e1d69a0ea6e1eefdf7614bc210e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.8f7c8e8d8e75f4ed7dad8149b84f6818.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.9e1ad113cbe1e165e9d9c17452826ad1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00031_jpg.rf.b7cfb5ff4ba804d899ca1ba5b3fec87e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00032_jpg.rf.19fb1024274e2ba93b760d08448b20be.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00032_jpg.rf.3181ea2b9750661423687ee54ea51b15.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00032_jpg.rf.5074493bc8c3c4059abfa1847b7f7dd8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00032_jpg.rf.61293ca16bb0841928310d1498f30ba0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00032_jpg.rf.62e02663e8864af7ec5ffd3c76cf5119.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00032_jpg.rf.e2c01fde336c8d6ac44496382e782d2c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00033_jpg.rf.4ee6d118b61507bfaad1b8e7df926a33.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00033_jpg.rf.860875390a07421dd4d39413e2c50761.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00033_jpg.rf.86bcef9d09dfa91103a8778566656878.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00034_jpg.rf.3916df3707323fcf1ee259cc35dce2b8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00034_jpg.rf.423f44f0a7f9a269664ac8db1eb75535.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00034_jpg.rf.49a3d06e69b81435157af5b7a39f21e1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00034_jpg.rf.5355868fab7778fbc4447b5d18b5d1b1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00034_jpg.rf.7dc35098e9f95b73785c98fc95050457.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00034_jpg.rf.f0c9ebdde28c6480709f048aeea72e82.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00035_jpg.rf.006b9574c416e1d41e2ad67917225bd5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00035_jpg.rf.198d3522797909b6184c1e08957a9762.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00035_jpg.rf.4e36ded5765ef6889719d7a4b63df052.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00035_jpg.rf.bf87576025cab309ec4a73161ec88ea8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00036_jpg.rf.3a343fec52db39c0f3fbcbdc9083e29d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00036_jpg.rf.415399e5e1dfc6c6dfaef042bc48d9e9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00036_jpg.rf.5b7086bf83da4484634a4fc18d446c4c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00036_jpg.rf.f5cf6451990ded725a81ba555ce060d3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00037_jpg.rf.a984f285d5a95f79aecb04db41693455.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00037_jpg.rf.b6d7d403708e7e5a7c1226e945fe99ee.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00037_jpg.rf.d82c670ade8d07b5991a6ad7c137ba91.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.09e0fc9b0e058586b15e17d4705f32ae.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.0b82237344ce889f7f96dd083076cb8a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.5784603d372037a791bb83ef3c728af0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.595e5d0f0f19eec1d6538f85aaefa906.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.73580e750503aa83da8ce44fb05b4934.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.9b85f4e7fa2ffb3ae4ee0c83ccf10172.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00038_jpg.rf.a54d3524008927ef5b10aff2f8142420.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00039_jpg.rf.2afef1f1cb1580cc2e182a5eab297704.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00039_jpg.rf.e0d8558e9129ede16ad89979cba1c607.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00040_jpg.rf.165df834b029adaf38bdf1552cacb55f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00040_jpg.rf.7520b090479d71715181902c441ebbd1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00040_jpg.rf.8fed732a81bf55fec57cc275f7a63c00.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00040_jpg.rf.a37c004c15968d3d24bc4a500655c57e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00040_jpg.rf.ce51232b20d604e482566b88c86c522e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00040_jpg.rf.e9b84271c20d010c76138933f9f38a68.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.03397bec381eb72622e64ad6e96e8ab7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.27dc569e88ee2ce8e2022586161af039.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.431b566838b0e652eea2f841db657f0e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.45f384b360ae833ac9fd1de7899e2487.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.51003b1a7595959902825c365d802fbc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.9ddfe37c077c4f6573298f88553a6487.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.bb3f64aa62fae9ab0a841e9f3421ca74.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.c134c0c43ebec8a8346467c6541813c2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00041_jpg.rf.defd29a8b879cdc86fbeeb703da3cae5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00042_jpg.rf.076c1b26ab9a16db3886f1fefc9a6921.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00042_jpg.rf.5e774e171270363775edce465c0d0178.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00042_jpg.rf.753ae542b943c4548cfa1c1946e44bab.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00042_jpg.rf.a4db0f37fd3d905f7d957779ad021e10.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00042_jpg.rf.a9b6dd7b673d1f41aa006e2ce6f0ecbe.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00042_jpg.rf.fa6dec6aba0969bd2519b2555be0f8e5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00043_jpg.rf.1972c1decf475bae612adacc6c59ef00.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00043_jpg.rf.a320089a12e703a7c02363e1ef15446f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00043_jpg.rf.bfcef015bff0a73ab5c80ef3b9df823f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00043_jpg.rf.d2638a05fc8d526c556ceaaf25162937.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00043_jpg.rf.e89ad5f40376d8a2ae5476c5425759b7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.0806309ec042a542cf5927b5b894781d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.3e6ae63eeb1516ddb79b84224e970476.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.5dba34eb445243e0044716f094c15087.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.b1c6166ae3c5d4752a392e9c02366f25.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.bbea3e064d3bdf147c1ce2477b8a057f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.c788ac9808c921921381e46c94680815.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00044_jpg.rf.fc9f4b6ba79675ee1cbf7fffeb357f9f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00045_jpg.rf.2424dca728adfb3a0d98193540045b37.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00045_jpg.rf.c51b4ce2867f48183e5924c570a91d4b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00045_jpg.rf.d5faf2ca98416f53cefae83c358e96b9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00045_jpg.rf.f7b1e33f257914ed99c9ae0d815ba270.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00046_jpg.rf.662f4df52081221d0bffe610ba874102.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00046_jpg.rf.8e97cf14197d246f726eac05bf1b8591.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00046_jpg.rf.9e935bd164160566f44b921e0d0f7c45.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00046_jpg.rf.b74205aa7ed0ea0343e908912abbc439.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00046_jpg.rf.f970c8abd9ab5d5ce4fc2f4763c61ab1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00047_jpg.rf.687c390ab727139358008bd79f61e44f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00047_jpg.rf.cee1cf839abe08798db062184aa67055.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00047_jpg.rf.e27bc1de60d0d7aec4b21a64443bef93.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00047_jpg.rf.f18e11d2748819130279015b9f55d49f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00048_jpg.rf.238ba7b5a529437f7e908bdd1d99166f.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00048_jpg.rf.bf4fd20ab62adc210fc7ac2ce0918b9c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00049_jpg.rf.40c1dd21fd459e90c087e57ac4135bfc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00049_jpg.rf.9999d6782fc24d06814790c744f353f6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00050_jpg.rf.cbc92bf1de173e108ac90b4551c588a6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00050_jpg.rf.f1dfb36a78749a285bbe57f351cfa785.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00051_jpg.rf.a10489b27b1a53de5e71f02e6a71d953.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00052_jpg.rf.087ee9b7582b73096e14410352fa5e45.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00052_jpg.rf.51220c9dc71a15d0704d5413b5bd63a8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00052_jpg.rf.6dc6a580e1e89a24503f545f68e2e1e3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00052_jpg.rf.7b61ff45edfd1dbec73961e6f1487d5c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00052_jpg.rf.d6aff11d03cac34caa3d17ae7f0b8593.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00052_jpg.rf.de6d9bc3a82476c22bbce64a3930a770.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00053_jpg.rf.03de9cc4a9096cfbc225f32dc1180789.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00053_jpg.rf.47f2412df957ac939d22ab7bb2de536e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00053_jpg.rf.5e7790c3dea7232c605d8c297aa0f221.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00053_jpg.rf.ccd36e00f1cfa8a0c8cab82f896ccb62.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00054_jpg.rf.969ed8beeffecebcd3b09f82f281cd68.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00054_jpg.rf.9db3c1d64293a2cf858aa5cb04880e00.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00054_jpg.rf.bf9b4cd1fe322cb102f23eb9a665b97b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00054_jpg.rf.c2e177a6ff973395bcd1372b8fdb579c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00054_jpg.rf.cf36a5f53c7ad15b7d097f880e047b08.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00054_jpg.rf.fb1001c54ecce03c91bffd8cca4417d3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00055_jpg.rf.38ad522e612a549eee92f556e6fc11a2.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00055_jpg.rf.6044d206d082be83084fd8aa05898326.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00056_jpg.rf.2405d9624dec5abc4833148a2c95ae99.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00056_jpg.rf.aaa06e4e5ebf0b589b60549f4c0c97f0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00056_jpg.rf.bfde35abefc2c6cac9dc1006b37dab24.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00057_jpg.rf.08069eac9fded06aae0e0c1e6693da16.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00057_jpg.rf.2cd8164f6ed087b9aaa601e19fbd6160.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00057_jpg.rf.5ab1904d35b074c785b029ec86408484.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00057_jpg.rf.6f5135d858b1e9ac850f75079c705cb8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00058_jpg.rf.0169f3fefa646c4f6ea7aa838e3e2d7b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00058_jpg.rf.04a8d30f87839b1f4021ac1f50946cce.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00058_jpg.rf.18bed995a54a4f5989cec940e5e2bbe9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00058_jpg.rf.1e183b2d76399b34775154aa2605973c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00058_jpg.rf.748d1c1905b928c5e1cbdab70fc34ac7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00058_jpg.rf.a36be9d092f90c4048a374a5504b2448.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00059_jpg.rf.08c182f794d3652625896bce1d20a8b8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00059_jpg.rf.331402a994e17271e3bd52aeb631d739.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00059_jpg.rf.d9386965781c2a692c4a0ca2a33f57c5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00060_jpg.rf.24b833f3257b3d1f3c968c80e3b1efed.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00060_jpg.rf.7cd04008e417668ceefa2ea8e35c7a56.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00060_jpg.rf.7dbea52178dd259f40e3a87819095a4a.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00060_jpg.rf.fb208306168d0801a10b0ac69cd66ca1.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00061_jpg.rf.0dd3baefb60033a42637a8b41928ff8c.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00062_jpg.rf.cda7b45cf81d89d26a129f2c42870472.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00062_jpg.rf.e0c98974971e8165f44c33adb3558fe0.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00063_jpg.rf.366097e88b3271b65651a791386f122d.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00063_jpg.rf.394adbb257efd2d9e90e54aeebd6724b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00063_jpg.rf.60959ef35990a833b741320061683bc5.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00063_jpg.rf.d8ec640f728839c3a5273bd262498b22.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.16d3af305ffc1b51ececbe2f6374c1fa.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.203300fd3576ed47bd2efa081e6a8ea9.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.26ba4167c11902ffe82261a40c043028.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.6a2218bf8a836e3690d8be0b502cdd19.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.86f485686e88047b564497ab911c37e7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.a20a0990d013ffea8951be4c61b55ded.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.b479cbdc7805e86b20ba19c85dc02c95.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00064_jpg.rf.f69e394c2a71c164ddeb407e6b45a743.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00065_jpg.rf.111a765e54570e95e403211dbac659cc.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00065_jpg.rf.3c546e89ee4190e4888ec0cbbe3dba14.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00065_jpg.rf.99083a68d4c43a665065efe457626ac6.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00065_jpg.rf.ad2df89dd180dbf0babe19215a112e7b.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00066_jpg.rf.3b2ed18bf8002a2acd4119c7f4144ce7.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00066_jpg.rf.614efc16a5637063a474e0c46fdafe6e.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00066_jpg.rf.98e2674dc8653490a16dea24809c7b36.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00066_jpg.rf.b1e1879330176dd01704e5050d2fa473.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00066_jpg.rf.decdb418c3d75c21af81ce42b7118e38.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00066_jpg.rf.f0bfec309ee70e80231740077bc44974.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00067_jpg.rf.9fd02056dfab28b8ca54fec4273c15a8.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00067_jpg.rf.a5262db5d710626fe6f6fb4a3a33e3ca.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00068_jpg.rf.7c29fa7ba7d3467035279559ef29e634.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00068_jpg.rf.a67bab7791e286797ba38ec753e2c5a3.jpg,2025,mixed
datasets/train_on_2025_all\images\frame_00068_jpg.rf.a8e02fd6da672c79207a6604cec3775c.jpg,2025,mixed
